partiID	condiID	gestureSet	trial	block	rep	fNmb	gesture	result	recFNmb	recGest	t1st(ms)	tEnd(ms)
1	0	Half	0	0	0	1	Tip	correct	1	Tip	821	973
1	0	Half	1	0	0	1	Flat	correct	1	Flat	1100	1349
1	0	Half	2	0	0	1	Flat	correct	1	Flat	862	1079
1	0	Half	3	0	0	1	Flat	correct	1	Flat	950	1191
1	0	Half	4	0	0	3	Tip	correct	3	Tip	871	1056
1	0	Half	5	0	0	1	Tip	correct	1	Tip	608	696
1	0	Half	6	0	0	3	Tip	correct	3	Tip	824	969
1	0	Half	7	0	0	1	Tip	correct	1	Tip	563	660
1	0	Half	8	0	0	1	Tip	correct	1	Tip	683	756
1	0	Half	9	0	0	3	Tip	correct	3	Tip	692	828
1	0	Half	10	0	0	3	Tip	correct	3	Tip	582	703
1	0	Half	11	0	0	1	Flat	correct	1	Flat	798	967
1	0	Half	0	1	0	1	Tip	correct	1	Tip	552	640
1	0	Half	1	1	0	1	Flat	correct	1	Flat	640	769
1	0	Half	2	1	0	1	Flat	correct	1	Flat	646	791
1	0	Half	3	1	0	1	Flat	correct	1	Flat	592	729
1	0	Half	4	1	0	3	Tip	error			714	0
1	0	Half	5	1	0	1	Tip	correct	1	Tip	633	706
1	0	Half	6	1	0	3	Tip	correct	3	Tip	738	859
1	0	Half	7	1	0	1	Tip	correct	1	Tip	833	922
1	0	Half	8	1	0	1	Tip	correct	1	Tip	611	692
1	0	Half	9	1	0	3	Tip	correct	3	Tip	705	794
1	0	Half	10	1	0	3	Tip	correct	3	Tip	887	975
1	0	Half	11	1	0	1	Flat	correct	1	Flat	763	923
1	0	Half	0	2	0	1	Tip	correct	1	Tip	601	673
1	0	Half	1	2	0	1	Flat	correct	1	Flat	683	844
1	0	Half	2	2	0	1	Flat	correct	1	Flat	660	813
1	0	Half	3	2	0	1	Flat	correct	1	Flat	573	710
1	0	Half	4	2	0	3	Tip	correct	3	Tip	689	794
1	0	Half	5	2	0	1	Tip	correct	1	Tip	653	758
1	0	Half	6	2	0	3	Tip	correct	3	Tip	659	772
1	0	Half	7	2	0	1	Tip	correct	1	Tip	510	575
1	0	Half	8	2	0	1	Tip	correct	1	Tip	501	590
1	0	Half	9	2	0	3	Tip	correct	3	Tip	538	619
1	0	Half	10	2	0	3	Tip	correct	3	Tip	558	639
1	0	Half	11	2	0	1	Flat	correct	1	Flat	748	900
1	0	Half	0	3	0	1	Tip	correct	1	Tip	635	724
1	0	Half	1	3	0	1	Flat	correct	1	Flat	613	807
1	0	Half	2	3	0	1	Flat	correct	1	Flat	689	826
1	0	Half	3	3	0	1	Flat	correct	1	Flat	608	737
1	0	Half	4	3	0	3	Tip	correct	3	Tip	575	664
1	0	Half	5	3	0	1	Tip	correct	1	Tip	485	566
1	0	Half	6	3	0	3	Tip	correct	3	Tip	541	637
1	0	Half	7	3	0	1	Tip	correct	1	Tip	590	662
1	0	Half	8	3	0	1	Tip	correct	1	Tip	538	626
1	0	Half	9	3	0	3	Tip	correct	3	Tip	561	648
1	0	Half	10	3	0	3	Tip	correct	3	Tip	610	707
1	0	Half	11	3	0	1	Flat	correct	1	Flat	823	1057
1	0	Half	0	4	0	1	Tip	correct	1	Tip	511	583
1	0	Half	1	4	0	1	Flat	error			652	0
1	0	Half	2	4	0	1	Flat	correct	1	Flat	700	805
1	0	Half	3	4	0	1	Flat	correct	1	Flat	601	721
1	0	Half	4	4	0	3	Tip	correct	3	Tip	548	644
1	0	Half	5	4	0	1	Tip	correct	1	Tip	473	562
1	0	Half	6	4	0	3	Tip	correct	3	Tip	589	670
1	0	Half	7	4	0	1	Tip	correct	1	Tip	471	536
1	0	Half	8	4	0	1	Tip	correct	1	Tip	476	548
1	0	Half	9	4	0	3	Tip	correct	3	Tip	508	597
1	0	Half	10	4	0	3	Tip	correct	3	Tip	629	709
1	0	Half	11	4	0	1	Flat	error			694	0
1	1	Half	0	0	0	2	Tip	correct	2	Tip	780	868
1	1	Half	1	0	0	2	Tip	correct	2	Tip	572	677
1	1	Half	2	0	0	2	Flat	correct	2	Flat	795	931
1	1	Half	3	0	0	3	Flat	error			778	0
1	1	Half	4	0	0	3	Flat	correct	3	Flat	571	692
1	1	Half	5	0	0	2	Flat	correct	2	Flat	771	893
1	1	Half	6	0	0	2	Tip	correct	2	Tip	653	741
1	1	Half	7	0	0	2	Tip	correct	2	Tip	495	592
1	1	Half	8	0	0	2	Flat	correct	2	Flat	1045	1612
1	1	Half	9	0	0	3	Flat	correct	3	Flat	678	799
1	1	Half	10	0	0	2	Flat	correct	2	Flat	647	776
1	1	Half	11	0	0	3	Flat	correct	3	Flat	599	726
1	1	Half	0	1	0	2	Tip	correct	2	Tip	508	613
1	1	Half	1	1	0	2	Tip	correct	2	Tip	579	676
1	1	Half	2	1	0	2	Flat	correct	2	Flat	645	749
1	1	Half	3	1	0	3	Flat	correct	3	Flat	768	1027
1	1	Half	4	1	0	3	Flat	correct	3	Flat	599	701
1	1	Half	5	1	0	2	Flat	error			689	0
1	1	Half	6	1	0	2	Tip	correct	2	Tip	503	575
1	1	Half	7	1	0	2	Tip	correct	2	Tip	523	596
1	1	Half	8	1	0	2	Flat	error			654	0
1	1	Half	9	1	0	3	Flat	correct	3	Flat	598	717
1	1	Half	10	1	0	2	Flat	correct	2	Flat	647	742
1	1	Half	11	1	0	3	Flat	correct	3	Flat	639	776
1	1	Half	0	2	0	2	Tip	correct	2	Tip	705	802
1	1	Half	1	2	0	2	Tip	error			554	0
1	1	Half	2	2	0	2	Flat	error			668	0
1	1	Half	3	2	0	3	Flat	correct	3	Flat	776	904
1	1	Half	4	2	0	3	Flat	correct	3	Flat	729	834
1	1	Half	5	2	0	2	Flat	correct	2	Flat	591	702
